"","Country.of.Origin","Farm.Name","Mill","Company","Altitude","Region","Producer","Number.of.Bags","Bag.Weight","In.Country.Partner","Harvest.Year","Grading.Date","Owner","Variety","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Overall","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Color","Category.Two.Defects","Farm.Region","Region.Country","Quality.Classification"
"850","Mexico",NA,"cafe gourmet de sierra azul sc","Other",1550,"siltepec el triunfo chiapas mexico","various small producers",280,"2 kg","Specialty Coffee Association","2014","April 26th, 2014","Other","Typica","Washed / Wet",7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83,0.11,0,0,"Green",0,"NA-siltepec el triunfo chiapas mexico","siltepec el triunfo chiapas mexico-Mexico","Specialty"
"851","Colombia",NA,NA,"racafe  cia sca",1775,"huila","la plata",50,"70 kg","Almacafé","2013","July 19th, 2013","racafe  cia sca","Caturra","Washed / Wet",7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,0,2,0,"Bluish-Green",0,"NA-huila","huila-Colombia","Commodity"
"852","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,19,"100 lbs","Specialty Coffee Association","2012","March 6th, 2013","kona pacific farmers cooperative","Hawaiian Kona","Natural / Dry",7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83,0,1,0,"Bluish-Green",1,"NA-kona","kona-United States (Hawaii)","Commodity"
"853","Brazil","fazenda do sertao","armazens gerais cocarive","exportadora de cafés carmo de minas ltda",1250,"sul de minas","nazareth dias pereira",300,"60 kg","Specialty Coffee Association","2012","March 2nd, 2013","jacques pereira carneiro","Bourbon","Semi-washed / Semi-pulped",7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0,"Bluish-Green",0,"fazenda do sertao-sul de minas","sul de minas-Brazil","Specialty"
"854","Guatemala","el sacramento","beneficio ixchel","unex guatemala sa",1310.64,"oriente","luis rodriguez",250,"69 kg","Asociacion Nacional Del Café","2013","February 26th, 2013","juan luis alvarado romero","Bourbon","Washed / Wet",7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83,0.11,0,0,"Green",1,"el sacramento-oriente","oriente-Guatemala","Specialty"
"855","Mexico","finca muxbal","ecc beneficio veracruz","Other",1500,"veracruz","maria magdalena luethje y gris",302,"1 kg","AMECAFE","2012","August 31st, 2012","Other","Bourbon","Washed / Wet",7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83,0.12,0,0,"Green",2,"finca muxbal-veracruz","veracruz-Mexico","Specialty"
"856","Mexico","el deseo","beneficio el grande","Other",1250,"coatepec","jorge francisco martinez hachity",15,"1 kg","AMECAFE","2012","July 11th, 2012","Other","Typica","Semi-washed / Semi-pulped",7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83,0.12,0,0,"Green",10,"el deseo-coatepec","coatepec-Mexico","Commodity"
"857","Brazil","cianorte",NA,"Other",925,"cerrado","marilsa de fatima peternela",58,"60 kg","NUCOFFEE","2011","October 28th, 2011","nucoffee","Mundo Novo","Other",7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83,0.02,0,0,NA,2,"cianorte-cerrado","cerrado-Brazil","Commodity"
"858","Colombia",NA,"triladora bonanza-armenia","Other",1700,"huila",NA,250,"70 kg","Almacafé","2011","June 14th, 2011","exportadora de cafe condor sa","Caturra","Other",7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,0.05,0,0,NA,0,"NA-huila","huila-Colombia","Commodity"
"859","United States (Hawaii)","kona pacific farmers cooperative","kona pacific farmers cooperative","Other",518.16,"kona",NA,30,"0 lbs","Specialty Coffee Association","2010","May 24th, 2010","kona pacific farmers cooperative","Hawaiian Kona","Other",7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,81.83,0.02,3,0,NA,12,"kona pacific farmers cooperative-kona","kona-United States (Hawaii)","Commodity"
"860","Guatemala","las merceditas","beneficio ixchel","unex guatemala sa",1700,"san marcos","angel de leon",50,"69 kg","Asociacion Nacional Del Café","2017","June 22nd, 2017","juan luis alvarado romero","Bourbon","Washed / Wet",7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75,0.11,0,1,"Green",1,"las merceditas-san marcos","san marcos-Guatemala","Commodity"
"861","Vietnam","apollo estate","apollo estate","sunvirtue co ltd",1040,"vietnam","richard yeh",1,"2 kg","Specialty Coffee Association","2014","December 21st, 2015","sunvirtue co ltd","Caturra","Washed / Wet",7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75,0.12,0,0,"Bluish-Green",0,"apollo estate-vietnam","vietnam-Vietnam","Specialty"
"862","Tanzania, United Republic Of","ngorogoro convenant estate","ngorogoro convenant estate","Other",1600,"ngorogoro","ngorogoro convenant estate",1,"60 kg","Africa Fine Coffee Association","2014","January 8th, 2015","Other","Other","Washed / Wet",7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75,0.12,0,0,"Bluish-Green",4,"ngorogoro convenant estate-ngorogoro","ngorogoro-Tanzania, United Republic Of","Specialty"
"863","Brazil",NA,NA,"Other",1200,NA,NA,1,"5 lbs","Specialty Coffee Association","2013","August 25th, 2014","Other","Bourbon","Natural / Dry",7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75,0.1,0,0,"Bluish-Green",1,"NA-NA","NA-Brazil","Specialty"
"864","Mexico","los magueyes","en santa maria temaxcalapa","Other",774,"tenango de doria hidalgo","perez lemus felix",10,"1 kg","AMECAFE","2012","September 27th, 2012","saul m hernandez ramirez","Bourbon","Washed / Wet",7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75,0.13,2,0,"None",9,"los magueyes-tenango de doria hidalgo","tenango de doria hidalgo-Mexico","Commodity"
"865","Mexico","finca tepictla","tepictla y xalapa veracruz","Other",1250,"tepictla","sergio landa alarcon",100,"1 kg","AMECAFE","2012","September 10th, 2012","Other","Mundo Novo","Washed / Wet",7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75,0.13,0,0,"Green",23,"finca tepictla-tepictla","tepictla-Mexico","Commodity"
"866","Mexico","arroyo triste arroyo triste san jose vista hermosa","arroyo triste, arroyo triste, san jose vista hermosa","Other",1100,"oaxaca","cenen torres cortes avelino tores cortes juan ventura guzman",42,"1 kg","AMECAFE","2012","September 4th, 2012","Other","Typica","Washed / Wet",7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75,0.11,0,0,"Green",1,"arroyo triste arroyo triste san jose vista hermosa-oaxaca","oaxaca-Mexico","Specialty"
"867","Mexico",NA,"finca custepec","Other",1550,"la concordia","armando luis pohlenz martinez",250,"1 kg","AMECAFE","2012","August 30th, 2012","Other","Caturra","Washed / Wet",7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75,0.12,10,0,"Green",14,"NA-la concordia","la concordia-Mexico","Commodity"
"868","Mexico","santa cruz  pante doña graciela",NA,"Other",1650,"la concordia","graciela aguilar peralta",28,"1 kg","AMECAFE","2012","June 6th, 2012","Other","Typica","Washed / Wet",7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75,0.12,0,0,NA,1,"santa cruz  pante doña graciela-la concordia","la concordia-Mexico","Specialty"
"869","Colombia",NA,"trilladora bonanza - armenia quindioa","exportadora de cafe condor sa",1750,"huila",NA,250,"70 kg","Almacafé","2011","December 22nd, 2011","exportadora de cafe condor sa","Caturra","Washed / Wet",7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,0,0,0,"Green",1,"NA-huila","huila-Colombia","Commodity"
"870","Colombia",NA,NA,"Other",1775,"huila","la plata",275,"70 kg","Almacafé","2011","October 4th, 2011","racafe  cia sca","Caturra","Washed / Wet",7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,81.75,0.08,0,0,NA,0,"NA-huila","huila-Colombia","Commodity"
"871","Brazil","fazenda capoeirnha","dry mill","ipanema coffees",890,"south of minas","ipanema agricola sa",320,"60 kg","Brazil Specialty Coffee Association","2018","October 20th, 2017","ipanema coffees","Bourbon","Natural / Dry",7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67,0.11,0,0,"Green",5,"fazenda capoeirnha-south of minas","south of minas-Brazil","Specialty"
"872","Guatemala","las merceditas","beneficio ixchel","unex guatemala sa",1700,"san marcos","angel de leon",50,"69 kg","Asociacion Nacional Del Café","2017","August 22nd, 2017","juan luis alvarado romero","Bourbon","Washed / Wet",7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,81.67,0.1,0,0,"Green",1,"las merceditas-san marcos","san marcos-Guatemala","Specialty"
"873","Guatemala","la esmeralda","beneficio ixchel","unex guatemala sa",1219.2,"santa rosa","jesus ramirez",80,"69 kg","Asociacion Nacional Del Café","2017","June 5th, 2017","juan luis alvarado romero","Bourbon","Washed / Wet",7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67,0.12,0,1,"Green",3,"la esmeralda-santa rosa","santa rosa-Guatemala","Commodity"
"874","Honduras","bethel","dry mill","cadexsa",1450,"marcala","jose omar acosta",275,"69 kg","Instituto Hondureño del Café","2016","May 2nd, 2016","cadexsa","Catuai","Washed / Wet",7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,"Blue-Green",2,"bethel-marcala","marcala-Honduras","Specialty"
"875","Tanzania, United Republic Of","ngima","dae ltd","Other",1800,"mbinga","ngima amcos",320,"60 kg","Tanzanian Coffee Board","2016","April 27th, 2016","Other","Other","Other",7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,81.67,0,0,0,"Green",1,"ngima-mbinga","mbinga-Tanzania, United Republic Of","Commodity"
"876","Nicaragua","santa matilde","dry mill","Other",1250,"jinotega","rolando lacayo",275,"69 kg","Instituto Hondureño del Café","2016","March 11th, 2016","Other","Other","Washed / Wet",7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67,0.1,0,0,"Green",1,"santa matilde-jinotega","jinotega-Nicaragua","Specialty"
"877","Colombia",NA,"bachue","racafe  cia sca",1775,"la plata",NA,165,"70 kg","Almacafé","2016","January 21st, 2016","racafe  cia sca","Caturra","Other",7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,0,0,1,NA,1,"NA-la plata","la plata-Colombia","Commodity"
"878","Brazil","rio verde","ipanema comercial e exportadora sa","ipanema coffees",1200,"south of minas","ipanema agrícola sa",320,"2 kg","Brazil Specialty Coffee Association","2016","October 8th, 2015","ipanema coffees","Yellow Bourbon","Natural / Dry",7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,0,0,0,"Green",0,"rio verde-south of minas","south of minas-Brazil","Commodity"
"879","Tanzania, United Republic Of","multiple","dae ltd","Other",1500,"mbinga","dae ltd",20,"60 kg","Africa Fine Coffee Association","2014","January 2nd, 2015","Other","Other","Washed / Wet",7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67,0.12,0,0,"Green",0,"multiple-mbinga","mbinga-Tanzania, United Republic Of","Specialty"
"880","Tanzania, United Republic Of","ilomba 1","tembo coffee company ltd","Other",1700,"ilomba vilage mbozi","tembo coffee company ltd",10,"60 kg","Africa Fine Coffee Association","2013","December 15th, 2014","Other","Other","Washed / Wet",7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67,0.12,0,0,"Green",7,"ilomba 1-ilomba vilage mbozi","ilomba vilage mbozi-Tanzania, United Republic Of","Commodity"
"881","Brazil","rio verde","ipanema coffees","ipanema coffees",1260,"south of minas","ipanema agrícola sa",300,"2 kg","Specialty Coffee Association","2015","October 16th, 2014","ipanema coffees","Bourbon","Washed / Wet",7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67,0.1,0,0,"Green",2,"rio verde-south of minas","south of minas-Brazil","Specialty"
"882","Indonesia",NA,NA,"Other",1500,"bener meriah",NA,320,"4 kg","Specialty Coffee Association","2013","May 23rd, 2014","Other","Sumatra","Semi-washed / Semi-pulped",7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,81.67,0.11,0,0,"Bluish-Green",0,"NA-bener meriah","bener meriah-Indonesia","Specialty"
"883","Honduras","gran manzana y el aguacate","cigrah sps","cigrah",1400,"comayagua","tomás sosa juan damaso",275,"1 kg","Instituto Hondureño del Café","2014","May 16th, 2014","Other","Caturra","Natural / Dry",7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,0.1,0,0,"Green",5,"gran manzana y el aguacate-comayagua","comayagua-Honduras","Specialty"
"884","Costa Rica","gamboa","beneficio montañas del diamante","cecasa",1850,"tarrazu","martin gutierrez",275,"69 kg","Specialty Coffee Association of Costa Rica","2013","April 26th, 2014","ceca sa","Caturra","Washed / Wet",7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,81.67,0.11,0,0,"Green",3,"gamboa-tarrazu","tarrazu-Costa Rica","Specialty"
"885","Mexico",NA,NA,"sustainable harvest",1215,"veracruz","huatusco",320,"5 lbs","Specialty Coffee Association","2014","April 2nd, 2014","dane loraas","Typica","Washed / Wet",7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,81.67,0,0,0,"Green",4,"NA-veracruz","veracruz-Mexico","Commodity"
"886","Taiwan","mu he zi coffee ","mu he zi coffee ??????","blossom valley",150,"changhua baguashan ","zhang ming fu ",10,"30 kg","Blossom Valley International","2014","December 26th, 2013","cqi taiwan icp cqi","Typica","Semi-washed / Semi-pulped",7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,"Green",0,"mu he zi coffee -changhua baguashan ","changhua baguashan -Taiwan","Specialty"
"887","Taiwan","guo xin ka fei ","guo xin ka fei ????","blossom valley",750,"nantou","wu cai jin ",10,"30 kg","Blossom Valley International","2014","December 26th, 2013","cqi taiwan icp cqi","Typica","Washed / Wet",7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,81.67,0.11,0,0,"Green",0,"guo xin ka fei -nantou","nantou-Taiwan","Specialty"
"888","Mexico","union ramal santa cruz","union ramal santa cruz","Other",1400,"la concordia chiapas","union ramal santa cruz",310,"1 kg","AMECAFE","2013","March 29th, 2013","Other","Typica","Washed / Wet",7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,81.67,0.12,0,0,"Green",6,"union ramal santa cruz-la concordia chiapas","la concordia chiapas-Mexico","Commodity"
"889","Guatemala","finca el morito","beneficio el morito","Other",1752.6,"jalapa","cafe molino monterroso pj roberto",275,"69 kg","Asociacion Nacional Del Café","2012","October 5th, 2012","juan luis alvarado romero","Bourbon","Washed / Wet",7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,81.67,0.11,0,0,"Green",4,"finca el morito-jalapa","jalapa-Guatemala","Specialty"
"890","Mexico","finca cafetalera la suiza","municipio monte cristo de guerrero, chiapasmunicipio monte cristo de guerrero","Other",1650,"tuxtla gutierrez","productora agricola y ganadera finca la suiza",100,"1 kg","AMECAFE","2012","September 11th, 2012","Other","Typica","Washed / Wet",7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,81.67,0.13,1,0,"Green",13,"finca cafetalera la suiza-tuxtla gutierrez","tuxtla gutierrez-Mexico","Commodity"
"891","Mexico",NA,"yajalon, chiapas","Other",1400,"yajalon","maya binik",15,"1 kg","AMECAFE","2012","August 30th, 2012","Other","Bourbon","Washed / Wet",7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,81.67,0.11,0,0,"Green",4,"NA-yajalon","yajalon-Mexico","Specialty"
"892","Mexico","ucipa santa catarina","ecc beneficio veracruz","Other",1200,"veracruz","cesar santiz lopez",275,"1 kg","AMECAFE","2012","July 27th, 2012","Other","Bourbon","Washed / Wet",7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,81.67,0.11,0,0,"Green",2,"ucipa santa catarina-veracruz","veracruz-Mexico","Specialty"
"893","Mexico","finca nueva linda","la concordia, chiapas","ecomtrading",1400,"la concordia chiapas","octavio moguel farrera",250,"1 kg","AMECAFE","2012","April 2nd, 2012","alfredo bojalil","Bourbon","Washed / Wet",7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,81.67,0.11,0,0,"Green",2,"finca nueva linda-la concordia chiapas","la concordia chiapas-Mexico","Specialty"
"894","Mexico","sacún palma","sacún palma","Other",940,"sacún palma municipio de chilón chiapas","armando gutierez guzmán",12,"1 kg","AMECAFE","2012","February 29th, 2012","Other","Caturra","Semi-washed / Semi-pulped",7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,81.67,0.11,0,0,"Green",4,"sacún palma-sacún palma municipio de chilón chiapas","sacún palma municipio de chilón chiapas-Mexico","Specialty"
"895","United States (Hawaii)",NA,NA,"cqi",518.16,"kona",NA,13,"100 lbs","Specialty Coffee Association","2012","February 8th, 2012","kona pacific farmers cooperative","Hawaiian Kona","Washed / Wet",7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,81.67,0.1,1,0,"Green",1,"NA-kona","kona-United States (Hawaii)","Commodity"
"896","Honduras",NA,"cafico","Other",1200,"western region","cafes finos de corquin",275,"69 kg","Instituto Hondureño del Café","2018","January 19th, 2018","Other","Catimor","Washed / Wet",7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,81.58,0.11,0,1,"Blue-Green",3,"NA-western region","western region-Honduras","Commodity"
"897","Guatemala","la esperanza","beneficio ixchel","unex guatemala sa",1901.64,"huehuetenango","agricola el pilar sa",25,"69 kg","Asociacion Nacional Del Café","2017","June 1st, 2017","juan luis alvarado romero","Bourbon","Washed / Wet",7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,81.58,0.12,0,0,"Green",0,"la esperanza-huehuetenango","huehuetenango-Guatemala","Specialty"
"898","Taiwan","baishengcun coffee ","baishengcun coffee ???????","taiwan coffee laboratory",800,"natou county"," su jin kuan",20,"50 kg","Specialty Coffee Association","2016","July 15th, 2016","lin chehao krude ","Typica","Washed / Wet",7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,81.58,0.1,0,0,"Blue-Green",0,"baishengcun coffee -natou county","natou county-Taiwan","Specialty"
"899","Costa Rica","cafetalera aquiares","cafetalera aquiares","cecasa",1300,"turrialba","cafetalera aquiares",250,"69 kg","Specialty Coffee Association of Costa Rica","2015","February 3rd, 2015","ceca sa","Caturra","Washed / Wet",7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,81.58,0.12,0,0,"Green",1,"cafetalera aquiares-turrialba","turrialba-Costa Rica","Specialty"
"900","Tanzania, United Republic Of","acacia hills","acacia hills ltd","Other",1800,"oldeani  mongola","acacia hills ltd",100,"60 kg","Africa Fine Coffee Association","2014","December 18th, 2014","Other","Other","Washed / Wet",7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,81.58,0.12,0,0,"Green",5,"acacia hills-oldeani  mongola","oldeani  mongola-Tanzania, United Republic Of","Specialty"
"901","Malawi","kavuzi","mzuzu coffee coop union","mzuzu coffee planters coop union",1100,"mzuzu","mzuzu coffee coop union",10,"60 kg","Africa Fine Coffee Association","2014","October 31st, 2014","afca","Gesha","Washed / Wet",7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,81.58,0.13,0,0,"Green",0,"kavuzi-mzuzu","mzuzu-Malawi","Commodity"
"902","Taiwan","jacobs estate ","jacob's estate ????","red on tree co ltd",850,"natou county","chiu wei lun ",50,"20 kg","Specialty Coffee Association","2014","August 25th, 2014","lin chehao krude ","Typica","Semi-washed / Semi-pulped",7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,81.58,0,0,0,NA,0,"jacobs estate -natou county","natou county-Taiwan","Commodity"
"903","Brazil","rio verde","ipanema coffees","ipanema coffees",1260,"south of minas","ipanema coffees",300,"60 kg","NUCOFFEE","2014","November 6th, 2013","ipanema coffees","Yellow Bourbon","Washed / Wet",7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58,0.12,0,0,"Blue-Green",3,"rio verde-south of minas","south of minas-Brazil","Specialty"
"904","Guatemala","el morito","beneficio ixchel","unex guatemala sa",1310.64,"oriente","roberto monterroso",250,"69 kg","Asociacion Nacional Del Café","2013","July 16th, 2013","juan luis alvarado romero","Bourbon","Washed / Wet",7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,81.58,0.12,0,0,"Green",1,"el morito-oriente","oriente-Guatemala","Specialty"
"905","Mexico","union ramal santa cruz","union ramal santa cruz","Other",1400,"la concordia chiapas","union ramal santa cruz",310,"1 kg","AMECAFE","2013","March 29th, 2013","Other","Typica","Washed / Wet",7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,81.58,0.12,0,0,"Green",9,"union ramal santa cruz-la concordia chiapas","la concordia chiapas-Mexico","Commodity"
"906","Mexico","las nubes  pante don jaime",NA,"Other",1600,"la concordia","luis antonio lopez aguilar",28,"1 kg","AMECAFE","2012","June 6th, 2012","Other","Marigojipe","Natural / Dry",7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,81.58,0.11,0,0,NA,0,"las nubes  pante don jaime-la concordia","la concordia-Mexico","Specialty"
"907","Mexico","santa cruz  pante don jaime",NA,"Other",1650,"la concordia","enrique eduardo lopez aguilar",28,"1 kg","AMECAFE","2012","June 6th, 2012","Other","Typica","Natural / Dry",7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,81.58,0.11,0,0,NA,2,"santa cruz  pante don jaime-la concordia","la concordia-Mexico","Specialty"
"908","Thailand","doi chaang coffee original coltd","peaberry","Other",1499.9208,"doi chaang village chiang rai thialand","doi chaang community enterprise piko",12,"50 kg","Specialty Coffee Association","2011","November 16th, 2011","Other","Other","Other",7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,81.58,0.01,0,0,NA,0,"doi chaang coffee original coltd-doi chaang village chiang rai thialand","doi chaang village chiang rai thialand-Thailand","Commodity"
"909","Thailand","doi tung development project",NA,"Other",1000,NA,NA,1,"60 kg","Specialty Coffee Association","2011","August 16th, 2011","doi tung development project","Other","Washed / Wet",7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,81.58,0.2,0,0,NA,0,"doi tung development project-NA","NA-Thailand","Commodity"
"910","Costa Rica",NA,NA,"Other",1600.2,"tarrazu","coopetarrazu",1,"60 kg","Specialty Coffee Association","2011","June 14th, 2011","Other","Caturra","Other",7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,81.58,0,0,0,NA,1,"NA-tarrazu","tarrazu-Costa Rica","Commodity"
"911","Guatemala","las delicias","beneficio ixchel","unex guatemala sa",1219.2,"santa rosa","otto becker",50,"69 kg","Asociacion Nacional Del Café","2017","August 23rd, 2017","juan luis alvarado romero","Bourbon","Washed / Wet",7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,81.5,0.1,0,0,"Green",0,"las delicias-santa rosa","santa rosa-Guatemala","Specialty"
"912","Nicaragua","finca las marías","beneficio atlantic condega","exportadora atlantic sa",1100,"jalapa","teófilo narváez ",550,"69 kg","Instituto Hondureño del Café","2017","June 20th, 2017","exportadora atlantic sa","Caturra","Other",7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,81.5,0.11,0,0,"Green",3,"finca las marías-jalapa","jalapa-Nicaragua","Specialty"
"913","Honduras","las cuchillas","cigrah","cigrah",1400,"comayagua","nahun maldonado",275,"69 kg","Instituto Hondureño del Café","2017","June 3rd, 2017","Other","Caturra","Washed / Wet",7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,81.5,0.1,0,0,"Green",5,"las cuchillas-comayagua","comayagua-Honduras","Specialty"
